Cutomer Count ID,Date,Day,Department Code,Time Range,Customer Count
58,2018-02-03,Saturday,BORELLA_WIDTH_01,Evening,60
59,2018-02-05,Monday,BORELLA_WIDTH_01,Morning,74
60,2018-02-05,Monday,BORELLA_WIDTH_01,Evening,65
61,2018-02-06,Tuesday,BORELLA_WIDTH_01,Morning,73
62,2018-02-06,Tuesday,BORELLA_WIDTH_01,Evening,45
63,2018-02-07,Wednesday,BORELLA_WIDTH_01,Morning,84
64,2018-02-07,Wednesday,BORELLA_WIDTH_01,Evening,65
65,2018-02-08,Thursday,BORELLA_WIDTH_01,Morning,78
66,2018-02-08,Thursday,BORELLA_WIDTH_01,Evening,71
67,2018-02-09,Friday,BORELLA_WIDTH_01,Morning,85
68,2018-02-09,Friday,BORELLA_WIDTH_01,Evening,45
69,2018-02-10,Saturday,BORELLA_WIDTH_01,Morning,75
70,2018-02-10,Saturday,BORELLA_WIDTH_01,Evening,58
71,2018-02-13,Tuesday,BORELLA_WIDTH_01,Morning,68
72,2018-02-13,Tuesday,BORELLA_WIDTH_01,Evening,52
73,2018-02-15,Thursday,BORELLA_WIDTH_01,Morning,71
74,2018-02-15,Thursday,BORELLA_WIDTH_01,Evening,59
75,2018-02-17,Saturday,BORELLA_WIDTH_01,Morning,75
76,2018-02-17,Saturday,BORELLA_WIDTH_01,Evening,68
77,2018-02-20,Tuesday,BORELLA_WIDTH_01,Morning,85
78,2018-02-20,Tuesday,BORELLA_WIDTH_01,Evening,47
79,2018-02-21,Wednesday,BORELLA_WIDTH_01,Morning,98
80,2018-02-21,Wednesday,BORELLA_WIDTH_01,Evening,85
81,2018-02-22,Thursday,BORELLA_WIDTH_01,Morning,87
82,2018-02-22,Thursday,BORELLA_WIDTH_01,Evening,79
83,2018-02-23,Friday,BORELLA_WIDTH_01,Morning,70
84,2018-02-23,Friday,BORELLA_WIDTH_01,Evening,61
85,2018-02-24,Saturday,BORELLA_WIDTH_01,Morning,58
86,2018-02-24,Saturday,BORELLA_WIDTH_01,Evening,48
87,2018-02-26,Monday,BORELLA_WIDTH_01,Morning,78
88,2018-02-26,Monday,BORELLA_WIDTH_01,Evening,74
89,2018-02-27,Tuesday,BORELLA_WIDTH_01,Morning,75
90,2018-02-27,Tuesday,BORELLA_WIDTH_01,Evening,45
91,2018-02-28,Wednesday,BORELLA_WIDTH_01,Morning,79
92,2018-02-28,Wednesday,BORELLA_WIDTH_01,Evening,55
93,2018-03-01,Thursday,BORELLA_WIDTH_01,Morning,78
94,2018-03-01,Thursday,BORELLA_WIDTH_01,Evening,66
95,2018-03-02,Friday,BORELLA_WIDTH_01,Morning,81
96,2018-03-02,Friday,BORELLA_WIDTH_01,Evening,56
97,2018-03-03,Saturday,BORELLA_WIDTH_01,Morning,75
98,2018-03-03,Saturday,BORELLA_WIDTH_01,Evening,71
99,2018-03-05,Monday,BORELLA_WIDTH_01,Morning,85
100,2018-03-05,Monday,BORELLA_WIDTH_01,Evening,66
101,2018-03-06,Tuesday,BORELLA_WIDTH_01,Morning,87
102,2018-03-06,Tuesday,BORELLA_WIDTH_01,Evening,88
103,2018-03-07,Wednesday,BORELLA_WIDTH_01,Morning,89
104,2018-03-07,Wednesday,BORELLA_WIDTH_01,Evening,91
105,2018-03-08,Thursday,BORELLA_WIDTH_01,Morning,85
106,2018-03-08,Thursday,BORELLA_WIDTH_01,Evening,77
107,2018-03-09,Friday,BORELLA_WIDTH_01,Morning,67
108,2018-03-09,Friday,BORELLA_WIDTH_01,Evening,65
109,2018-03-10,Saturday,BORELLA_WIDTH_01,Morning,68
110,2018-03-10,Saturday,BORELLA_WIDTH_01,Evening,81
111,2018-03-12,Monday,BORELLA_WIDTH_01,Morning,75
112,2018-03-12,Monday,BORELLA_WIDTH_01,Evening,71
113,2018-03-13,Tuesday,BORELLA_WIDTH_01,Morning,84
114,2018-03-13,Tuesday,BORELLA_WIDTH_01,Evening,77
115,2018-03-14,Wednesday,BORELLA_WIDTH_01,Morning,78
116,2018-03-14,Wednesday,BORELLA_WIDTH_01,Evening,41
117,2018-03-15,Thursday,BORELLA_WIDTH_01,Morning,80
118,2018-03-15,Thursday,BORELLA_WIDTH_01,Evening,74
119,2018-03-16,Friday,BORELLA_WIDTH_01,Morning,89
120,2018-03-16,Friday,BORELLA_WIDTH_01,Evening,88
121,2018-03-19,Monday,BORELLA_WIDTH_01,Morning,91
122,2018-03-19,Monday,BORELLA_WIDTH_01,Evening,77
123,2018-03-21,Wednesday,BORELLA_WIDTH_01,Morning,89
124,2018-03-21,Wednesday,BORELLA_WIDTH_01,Evening,88
125,2018-03-22,Thursday,BORELLA_WIDTH_01,Morning,85
126,2018-03-22,Thursday,BORELLA_WIDTH_01,Evening,96
127,2018-03-23,Friday,BORELLA_WIDTH_01,Morning,45
128,2018-03-23,Friday,BORELLA_WIDTH_01,Evening,69
129,2018-03-24,Saturday,BORELLA_WIDTH_01,Morning,78
130,2018-03-24,Saturday,BORELLA_WIDTH_01,Evening,89
131,2018-03-26,Monday,BORELLA_WIDTH_01,Morning,95
132,2018-03-26,Monday,BORELLA_WIDTH_01,Evening,68
133,2018-03-27,Tuesday,BORELLA_WIDTH_01,Morning,89
134,2018-03-27,Tuesday,BORELLA_WIDTH_01,Evening,85
135,2018-03-28,Wednesday,BORELLA_WIDTH_01,Morning,87
136,2018-03-28,Wednesday,BORELLA_WIDTH_01,Evening,81
137,2018-03-29,Thursday,BORELLA_WIDTH_01,Morning,96
138,2018-03-29,Thursday,BORELLA_WIDTH_01,Evening,80
139,2018-03-30,Friday,BORELLA_WIDTH_01,Morning,90
140,2018-03-30,Friday,BORELLA_WIDTH_01,Evening,78
