Cutomer Count ID,Date,Day,Department Code,Time Range,Customer Count
58,2018-02-03,Saturday,BORELLA_WIDTH_01,Evening,60
59,2018-02-05,Monday,BORELLA_WIDTH_01,Morning,74
60,2018-02-05,Monday,BORELLA_WIDTH_01,Evening,65
61,2018-02-06,Tuesday,BORELLA_WIDTH_01,Morning,73
62,2018-02-06,Tuesday,BORELLA_WIDTH_01,Evening,45
63,2018-02-07,Wednesday,BORELLA_WIDTH_01,Morning,84
64,2018-02-07,Wednesday,BORELLA_WIDTH_01,Evening,65
65,2018-02-08,Thursday,BORELLA_WIDTH_01,Morning,78
66,2018-02-08,Thursday,BORELLA_WIDTH_01,Evening,71
67,2018-02-09,Friday,BORELLA_WIDTH_01,Morning,85
68,2018-02-09,Friday,BORELLA_WIDTH_01,Evening,45
69,2018-02-10,Saturday,BORELLA_WIDTH_01,Morning,75
70,2018-02-10,Saturday,BORELLA_WIDTH_01,Evening,58
71,2018-02-13,Tuesday,BORELLA_WIDTH_01,Morning,68
72,2018-02-13,Tuesday,BORELLA_WIDTH_01,Evening,52
73,2018-02-15,Thursday,BORELLA_WIDTH_01,Morning,71
74,2018-02-15,Thursday,BORELLA_WIDTH_01,Evening,59
75,2018-02-17,Saturday,BORELLA_WIDTH_01,Morning,75
76,2018-02-17,Saturday,BORELLA_WIDTH_01,Evening,68
77,2018-02-20,Tuesday,BORELLA_WIDTH_01,Morning,85
78,2018-02-20,Tuesday,BORELLA_WIDTH_01,Evening,47
79,2018-02-21,Wednesday,BORELLA_WIDTH_01,Morning,98
80,2018-02-21,Wednesday,BORELLA_WIDTH_01,Evening,85
81,2018-02-22,Thursday,BORELLA_WIDTH_01,Morning,87
82,2018-02-22,Thursday,BORELLA_WIDTH_01,Evening,79
83,2018-02-23,Friday,BORELLA_WIDTH_01,Morning,70
84,2018-02-23,Friday,BORELLA_WIDTH_01,Evening,61
85,2018-02-24,Saturday,BORELLA_WIDTH_01,Morning,58
86,2018-02-24,Saturday,BORELLA_WIDTH_01,Evening,48
87,2018-02-26,Monday,BORELLA_WIDTH_01,Morning,78
88,2018-02-26,Monday,BORELLA_WIDTH_01,Evening,74
89,2018-02-27,Tuesday,BORELLA_WIDTH_01,Morning,75
90,2018-02-27,Tuesday,BORELLA_WIDTH_01,Evening,45
91,2018-02-28,Wednesday,BORELLA_WIDTH_01,Morning,79
92,2018-02-28,Wednesday,BORELLA_WIDTH_01,Evening,55
93,2018-03-01,Thursday,BORELLA_WIDTH_01,Morning,78
94,2018-03-01,Thursday,BORELLA_WIDTH_01,Evening,66
95,2018-03-02,Friday,BORELLA_WIDTH_01,Morning,81
96,2018-03-02,Friday,BORELLA_WIDTH_01,Evening,56
97,2018-03-03,Saturday,BORELLA_WIDTH_01,Morning,75
98,2018-03-03,Saturday,BORELLA_WIDTH_01,Evening,71
99,2018-03-05,Monday,BORELLA_WIDTH_01,Morning,85
100,2018-03-05,Monday,BORELLA_WIDTH_01,Evening,66
101,2018-03-06,Tuesday,BORELLA_WIDTH_01,Morning,87
102,2018-03-06,Tuesday,BORELLA_WIDTH_01,Evening,88
103,2018-03-07,Wednesday,BORELLA_WIDTH_01,Morning,89
104,2018-03-07,Wednesday,BORELLA_WIDTH_01,Evening,91
105,2018-03-08,Thursday,BORELLA_WIDTH_01,Morning,85
106,2018-03-08,Thursday,BORELLA_WIDTH_01,Evening,77
107,2018-03-09,Friday,BORELLA_WIDTH_01,Morning,67
108,2018-03-09,Friday,BORELLA_WIDTH_01,Evening,65
109,2018-03-10,Saturday,BORELLA_WIDTH_01,Morning,68
110,2018-03-10,Saturday,BORELLA_WIDTH_01,Evening,81
111,2018-03-12,Monday,BORELLA_WIDTH_01,Morning,75
112,2018-03-12,Monday,BORELLA_WIDTH_01,Evening,71
113,2018-03-13,Tuesday,BORELLA_WIDTH_01,Morning,84
114,2018-03-13,Tuesday,BORELLA_WIDTH_01,Evening,77
115,2018-03-14,Wednesday,BORELLA_WIDTH_01,Morning,78
116,2018-03-14,Wednesday,BORELLA_WIDTH_01,Evening,41
117,2018-03-15,Thursday,BORELLA_WIDTH_01,Morning,80
118,2018-03-15,Thursday,BORELLA_WIDTH_01,Evening,74
119,2018-03-16,Friday,BORELLA_WIDTH_01,Morning,89
120,2018-03-16,Friday,BORELLA_WIDTH_01,Evening,88
121,2018-03-19,Monday,BORELLA_WIDTH_01,Morning,91
122,2018-03-19,Monday,BORELLA_WIDTH_01,Evening,77
123,2018-03-21,Wednesday,BORELLA_WIDTH_01,Morning,89
124,2018-03-21,Wednesday,BORELLA_WIDTH_01,Evening,88
125,2018-03-22,Thursday,BORELLA_WIDTH_01,Morning,85
126,2018-03-22,Thursday,BORELLA_WIDTH_01,Evening,96
127,2018-03-23,Friday,BORELLA_WIDTH_01,Morning,45
128,2018-03-23,Friday,BORELLA_WIDTH_01,Evening,69
129,2018-03-24,Saturday,BORELLA_WIDTH_01,Morning,78
130,2018-03-24,Saturday,BORELLA_WIDTH_01,Evening,89
131,2018-03-26,Monday,BORELLA_WIDTH_01,Morning,95
132,2018-03-26,Monday,BORELLA_WIDTH_01,Evening,68
133,2018-03-27,Tuesday,BORELLA_WIDTH_01,Morning,89
134,2018-03-27,Tuesday,BORELLA_WIDTH_01,Evening,85
135,2018-03-28,Wednesday,BORELLA_WIDTH_01,Morning,87
136,2018-03-28,Wednesday,BORELLA_WIDTH_01,Evening,81
137,2018-03-29,Thursday,BORELLA_WIDTH_01,Morning,96
138,2018-03-29,Thursday,BORELLA_WIDTH_01,Evening,80
139,2018-03-30,Friday,BORELLA_WIDTH_01,Morning,90
140,2018-03-30,Friday,BORELLA_WIDTH_01,Evening,78
141,2018-04-02,Monday,BORELLA_WIDTH_01,Morning,87
142,2018-04-02,Monday,BORELLA_WIDTH_01,Evening,58
143,2018-04-03,Tuesday,BORELLA_WIDTH_01,Morning,85
144,2018-04-03,Tuesday,BORELLA_WIDTH_01,Evening,74
145,2018-04-04,Wednesday,BORELLA_WIDTH_01,Morning,84
146,2018-04-04,Wednesday,BORELLA_WIDTH_01,Evening,66
147,2018-04-05,Thursday,BORELLA_WIDTH_01,Morning,89
148,2018-04-05,Thursday,BORELLA_WIDTH_01,Evening,71
149,2018-04-06,Friday,BORELLA_WIDTH_01,Morning,78
150,2018-04-06,Friday,BORELLA_WIDTH_01,Evening,56
151,2018-04-07,Saturday,BORELLA_WIDTH_01,Morning,79
152,2018-04-07,Saturday,BORELLA_WIDTH_01,Evening,66
153,2018-04-09,Monday,BORELLA_WIDTH_01,Morning,78
154,2018-04-09,Monday,BORELLA_WIDTH_01,Evening,66
155,2018-04-10,Tuesday,BORELLA_WIDTH_01,Morning,74
156,2018-04-10,Tuesday,BORELLA_WIDTH_01,Evening,71
157,2018-04-11,Wednesday,BORELLA_WIDTH_01,Morning,81
158,2018-04-11,Wednesday,BORELLA_WIDTH_01,Evening,84
159,2018-04-12,Thursday,BORELLA_WIDTH_01,Morning,78
160,2018-04-12,Thursday,BORELLA_WIDTH_01,Evening,89
161,2018-04-13,Friday,BORELLA_WIDTH_01,Morning,90
162,2018-04-13,Friday,BORELLA_WIDTH_01,Evening,91
163,2018-04-14,Saturday,BORELLA_WIDTH_01,Morning,99
164,2018-04-14,Saturday,BORELLA_WIDTH_01,Evening,78
165,2018-04-16,Monday,BORELLA_WIDTH_01,Morning,89
166,2018-04-16,Monday,BORELLA_WIDTH_01,Evening,88
167,2018-04-17,Tuesday,BORELLA_WIDTH_01,Morning,74
168,2018-04-17,Tuesday,BORELLA_WIDTH_01,Evening,81
169,2018-04-18,Wednesday,BORELLA_WIDTH_01,Morning,85
170,2018-04-18,Wednesday,BORELLA_WIDTH_01,Evening,87
171,2018-04-19,Thursday,BORELLA_WIDTH_01,Morning,96
172,2018-04-19,Thursday,BORELLA_WIDTH_01,Evening,94
173,2018-04-20,Friday,BORELLA_WIDTH_01,Morning,93
174,2018-04-20,Friday,BORELLA_WIDTH_01,Evening,90
175,2018-04-21,Saturday,BORELLA_WIDTH_01,Morning,88
176,2018-04-21,Saturday,BORELLA_WIDTH_01,Evening,81
177,2018-04-23,Monday,BORELLA_WIDTH_01,Morning,75
178,2018-04-23,Monday,BORELLA_WIDTH_01,Evening,78
179,2018-04-24,Tuesday,BORELLA_WIDTH_01,Morning,85
180,2018-04-24,Tuesday,BORELLA_WIDTH_01,Evening,78
181,2018-04-26,Thursday,BORELLA_WIDTH_01,Morning,89
182,2018-04-26,Thursday,BORELLA_WIDTH_01,Evening,88
183,2018-04-27,Friday,BORELLA_WIDTH_01,Morning,84
184,2018-04-27,Friday,BORELLA_WIDTH_01,Evening,89
185,2018-04-28,Saturday,BORELLA_WIDTH_01,Morning,85
186,2018-04-28,Saturday,BORELLA_WIDTH_01,Evening,90
187,2018-04-30,Monday,BORELLA_WIDTH_01,Morning,89
188,2018-04-30,Monday,BORELLA_WIDTH_01,Evening,87
189,2018-05-01,Tuesday,BORELLA_WIDTH_01,Morning,78
190,2018-05-01,Tuesday,BORELLA_WIDTH_01,Evening,70
191,2018-05-02,Wednesday,BORELLA_WIDTH_01,Morning,81
192,2018-05-02,Wednesday,BORELLA_WIDTH_01,Evening,82
193,2018-05-03,Thursday,BORELLA_WIDTH_01,Morning,80
194,2018-05-03,Thursday,BORELLA_WIDTH_01,Evening,89
195,2018-05-04,Friday,BORELLA_WIDTH_01,Morning,78
196,2018-05-04,Friday,BORELLA_WIDTH_01,Evening,70
197,2018-05-05,Saturday,BORELLA_WIDTH_01,Morning,78
198,2018-05-05,Saturday,BORELLA_WIDTH_01,Evening,71
199,2018-05-07,Monday,BORELLA_WIDTH_01,Morning,89
200,2018-05-07,Monday,BORELLA_WIDTH_01,Evening,80
201,2018-05-08,Tuesday,BORELLA_WIDTH_01,Morning,78
202,2018-05-08,Tuesday,BORELLA_WIDTH_01,Evening,79
203,2018-05-09,Wednesday,BORELLA_WIDTH_01,Morning,71
204,2018-05-09,Wednesday,BORELLA_WIDTH_01,Evening,78
205,2018-05-10,Thursday,BORELLA_WIDTH_01,Morning,90
206,2018-05-10,Thursday,BORELLA_WIDTH_01,Evening,95
207,2018-05-11,Friday,BORELLA_WIDTH_01,Morning,95
208,2018-05-11,Friday,BORELLA_WIDTH_01,Evening,89
209,2018-05-12,Saturday,BORELLA_WIDTH_01,Morning,79
210,2018-05-12,Saturday,BORELLA_WIDTH_01,Evening,89
211,2018-05-14,Monday,BORELLA_WIDTH_01,Morning,78
212,2018-05-14,Monday,BORELLA_WIDTH_01,Evening,71
213,2018-05-15,Tuesday,BORELLA_WIDTH_01,Morning,79
214,2018-05-15,Tuesday,BORELLA_WIDTH_01,Evening,89
215,2018-05-17,Thursday,BORELLA_WIDTH_01,Morning,85
216,2018-05-17,Thursday,BORELLA_WIDTH_01,Evening,89
217,2018-05-18,Friday,BORELLA_WIDTH_01,Morning,87
218,2018-05-18,Friday,BORELLA_WIDTH_01,Evening,90
219,2018-05-19,Saturday,BORELLA_WIDTH_01,Morning,95
220,2018-05-19,Saturday,BORELLA_WIDTH_01,Evening,74
221,2018-05-21,Monday,BORELLA_WIDTH_01,Morning,85
222,2018-05-21,Monday,BORELLA_WIDTH_01,Evening,81
223,2018-05-22,Tuesday,BORELLA_WIDTH_01,Morning,74
224,2018-05-22,Tuesday,BORELLA_WIDTH_01,Evening,89
225,2018-05-23,Wednesday,BORELLA_WIDTH_01,Morning,72
226,2018-05-23,Wednesday,BORELLA_WIDTH_01,Evening,69
227,2018-05-24,Thursday,BORELLA_WIDTH_01,Morning,68
228,2018-05-24,Thursday,BORELLA_WIDTH_01,Evening,56
229,2018-05-25,Friday,BORELLA_WIDTH_01,Morning,94
230,2018-05-25,Friday,BORELLA_WIDTH_01,Evening,89
231,2018-05-26,Saturday,BORELLA_WIDTH_01,Morning,81
232,2018-05-26,Saturday,BORELLA_WIDTH_01,Evening,75
233,2018-05-29,Tuesday,BORELLA_WIDTH_01,Morning,81
234,2018-05-29,Tuesday,BORELLA_WIDTH_01,Evening,80
235,2018-05-30,Wednesday,BORELLA_WIDTH_01,Morning,77
236,2018-05-30,Wednesday,BORELLA_WIDTH_01,Evening,66
237,2018-05-31,Thursday,BORELLA_WIDTH_01,Morning,82
238,2018-05-31,Thursday,BORELLA_WIDTH_01,Evening,84
239,2018-06-01,Friday,BORELLA_WIDTH_01,Morning,78
240,2018-06-01,Friday,BORELLA_WIDTH_01,Evening,74
241,2018-06-02,Saturday,BORELLA_WIDTH_01,Morning,79
242,2018-06-02,Saturday,BORELLA_WIDTH_01,Evening,80
243,2018-06-04,Monday,BORELLA_WIDTH_01,Morning,78
244,2018-06-04,Monday,BORELLA_WIDTH_01,Evening,66
245,2018-06-05,Tuesday,BORELLA_WIDTH_01,Morning,85
246,2018-06-05,Tuesday,BORELLA_WIDTH_01,Evening,56
247,2018-06-06,Wednesday,BORELLA_WIDTH_01,Morning,82
248,2018-06-06,Wednesday,BORELLA_WIDTH_01,Evening,81
249,2018-06-07,Thursday,BORELLA_WIDTH_01,Morning,56
250,2018-06-07,Thursday,BORELLA_WIDTH_01,Evening,75
251,2018-06-08,Friday,BORELLA_WIDTH_01,Morning,86
252,2018-06-08,Friday,BORELLA_WIDTH_01,Evening,59
253,2018-06-09,Saturday,BORELLA_WIDTH_01,Morning,78
254,2018-06-09,Saturday,BORELLA_WIDTH_01,Evening,82
255,2018-06-11,Monday,BORELLA_WIDTH_01,Morning,78
256,2018-06-11,Monday,BORELLA_WIDTH_01,Evening,66
257,2018-06-12,Tuesday,BORELLA_WIDTH_01,Morning,85
258,2018-06-12,Tuesday,BORELLA_WIDTH_01,Evening,56
259,2018-06-13,Wednesday,BORELLA_WIDTH_01,Morning,82
260,2018-06-13,Wednesday,BORELLA_WIDTH_01,Evening,81
261,2018-06-15,Friday,BORELLA_WIDTH_01,Morning,86
262,2018-06-15,Friday,BORELLA_WIDTH_01,Evening,59
263,2018-06-16,Saturday,BORELLA_WIDTH_01,Morning,78
264,2018-06-16,Saturday,BORELLA_WIDTH_01,Evening,82
265,2018-06-18,Monday,BORELLA_WIDTH_01,Morning,74
266,2018-06-18,Monday,BORELLA_WIDTH_01,Evening,60
267,2018-06-19,Tuesday,BORELLA_WIDTH_01,Morning,69
268,2018-06-19,Tuesday,BORELLA_WIDTH_01,Evening,74
269,2018-06-20,Wednesday,BORELLA_WIDTH_01,Morning,75
270,2018-06-20,Wednesday,BORELLA_WIDTH_01,Evening,85
271,2018-06-22,Friday,BORELLA_WIDTH_01,Morning,78
272,2018-06-22,Friday,BORELLA_WIDTH_01,Evening,89
273,2018-06-23,Saturday,BORELLA_WIDTH_01,Morning,75
274,2018-06-23,Saturday,BORELLA_WIDTH_01,Evening,89
275,2018-06-25,Monday,BORELLA_WIDTH_01,Morning,75
276,2018-06-25,Monday,BORELLA_WIDTH_01,Evening,85
277,2018-06-26,Tuesday,BORELLA_WIDTH_01,Morning,74
278,2018-06-26,Tuesday,BORELLA_WIDTH_01,Evening,85
279,2018-06-27,Wednesday,BORELLA_WIDTH_01,Morning,78
280,2018-06-27,Wednesday,BORELLA_WIDTH_01,Evening,89
281,2018-06-28,Thursday,BORELLA_WIDTH_01,Morning,78
282,2018-06-28,Thursday,BORELLA_WIDTH_01,Evening,85
283,2018-06-29,Friday,BORELLA_WIDTH_01,Morning,89
284,2018-06-29,Friday,BORELLA_WIDTH_01,Evening,78
285,2018-06-30,Saturday,BORELLA_WIDTH_01,Morning,89
286,2018-06-30,Saturday,BORELLA_WIDTH_01,Evening,80
287,2018-07-02,Monday,BORELLA_WIDTH_01,Morning,85
288,2018-07-02,Monday,BORELLA_WIDTH_01,Evening,80
289,2018-07-03,Tuesday,BORELLA_WIDTH_01,Morning,72
290,2018-07-03,Tuesday,BORELLA_WIDTH_01,Evening,82
291,2018-07-05,Thursday,BORELLA_WIDTH_01,Morning,78
292,2018-07-05,Thursday,BORELLA_WIDTH_01,Evening,71
293,2018-07-06,Friday,BORELLA_WIDTH_01,Morning,82
294,2018-07-06,Friday,BORELLA_WIDTH_01,Evening,56
295,2018-07-07,Saturday,BORELLA_WIDTH_01,Morning,75
296,2018-07-07,Saturday,BORELLA_WIDTH_01,Evening,72
297,2018-07-09,Monday,BORELLA_WIDTH_01,Morning,78
298,2018-07-09,Monday,BORELLA_WIDTH_01,Evening,71
299,2018-07-10,Tuesday,BORELLA_WIDTH_01,Morning,72
300,2018-07-10,Tuesday,BORELLA_WIDTH_01,Evening,82
301,2018-07-11,Wednesday,BORELLA_WIDTH_01,Morning,74
302,2018-07-11,Wednesday,BORELLA_WIDTH_01,Evening,79
303,2018-07-12,Thursday,BORELLA_WIDTH_01,Morning,73
304,2018-07-12,Thursday,BORELLA_WIDTH_01,Evening,66
305,2018-07-13,Friday,BORELLA_WIDTH_01,Morning,82
306,2018-07-13,Friday,BORELLA_WIDTH_01,Evening,58
307,2018-07-14,Saturday,BORELLA_WIDTH_01,Morning,82
308,2018-07-14,Saturday,BORELLA_WIDTH_01,Evening,69
309,2018-07-16,Monday,BORELLA_WIDTH_01,Morning,85
310,2018-07-16,Monday,BORELLA_WIDTH_01,Evening,77
311,2018-07-17,Tuesday,BORELLA_WIDTH_01,Morning,89
312,2018-07-17,Tuesday,BORELLA_WIDTH_01,Evening,84
313,2018-07-18,Wednesday,BORELLA_WIDTH_01,Morning,78
314,2018-07-18,Wednesday,BORELLA_WIDTH_01,Evening,69
315,2018-07-19,Thursday,BORELLA_WIDTH_01,Morning,79
316,2018-07-19,Thursday,BORELLA_WIDTH_01,Evening,69
317,2018-07-20,Friday,BORELLA_WIDTH_01,Morning,80
318,2018-07-20,Friday,BORELLA_WIDTH_01,Evening,87
319,2018-07-21,Saturday,BORELLA_WIDTH_01,Morning,97
320,2018-07-21,Saturday,BORELLA_WIDTH_01,Evening,92
321,2018-07-23,Monday,BORELLA_WIDTH_01,Morning,89
322,2018-07-23,Monday,BORELLA_WIDTH_01,Evening,90
323,2018-07-24,Tuesday,BORELLA_WIDTH_01,Morning,87
324,2018-07-24,Tuesday,BORELLA_WIDTH_01,Evening,85
325,2018-07-25,Wednesday,BORELLA_WIDTH_01,Morning,82
326,2018-07-25,Wednesday,BORELLA_WIDTH_01,Evening,84
327,2018-07-26,Thursday,BORELLA_WIDTH_01,Morning,85
328,2018-07-26,Thursday,BORELLA_WIDTH_01,Evening,87
329,2018-07-27,Friday,BORELLA_WIDTH_01,Morning,90
330,2018-07-27,Friday,BORELLA_WIDTH_01,Evening,91
331,2018-07-28,Saturday,BORELLA_WIDTH_01,Morning,87
332,2018-07-28,Saturday,BORELLA_WIDTH_01,Evening,75
333,2018-07-30,Monday,BORELLA_WIDTH_01,Morning,87
334,2018-07-30,Monday,BORELLA_WIDTH_01,Evening,78
335,2018-07-31,Tuesday,BORELLA_WIDTH_01,Morning,79
336,2018-07-31,Tuesday,BORELLA_WIDTH_01,Evening,70
337,2018-08-01,Wednesday,BORELLA_WIDTH_01,Morning,78
338,2018-08-01,Wednesday,BORELLA_WIDTH_01,Evening,66
339,2018-08-02,Thursday,BORELLA_WIDTH_01,Morning,85
340,2018-08-02,Thursday,BORELLA_WIDTH_01,Evening,71
341,2018-08-03,Friday,BORELLA_WIDTH_01,Morning,89
342,2018-08-03,Friday,BORELLA_WIDTH_01,Evening,56
343,2018-08-04,Saturday,BORELLA_WIDTH_01,Morning,78
344,2018-08-04,Saturday,BORELLA_WIDTH_01,Evening,66
345,2018-08-06,Monday,BORELLA_WIDTH_01,Morning,74
346,2018-08-06,Monday,BORELLA_WIDTH_01,Evening,69
347,2018-08-07,Tuesday,BORELLA_WIDTH_01,Morning,78
348,2018-08-07,Tuesday,BORELLA_WIDTH_01,Evening,85
349,2018-08-08,Wednesday,BORELLA_WIDTH_01,Morning,89
350,2018-08-08,Wednesday,BORELLA_WIDTH_01,Evening,78
351,2018-08-09,Thursday,BORELLA_WIDTH_01,Morning,70
352,2018-08-09,Thursday,BORELLA_WIDTH_01,Evening,76
353,2018-08-10,Friday,BORELLA_WIDTH_01,Morning,89
354,2018-08-10,Friday,BORELLA_WIDTH_01,Evening,59
355,2018-08-11,Saturday,BORELLA_WIDTH_01,Morning,79
356,2018-08-11,Saturday,BORELLA_WIDTH_01,Evening,69
357,2018-08-13,Monday,BORELLA_WIDTH_01,Morning,79
358,2018-08-13,Monday,BORELLA_WIDTH_01,Evening,75
359,2018-08-14,Tuesday,BORELLA_WIDTH_01,Morning,88
360,2018-08-14,Tuesday,BORELLA_WIDTH_01,Evening,85
361,2018-08-15,Wednesday,BORELLA_WIDTH_01,Morning,89
362,2018-08-15,Wednesday,BORELLA_WIDTH_01,Evening,56
363,2018-08-16,Thursday,BORELLA_WIDTH_01,Morning,90
364,2018-08-16,Thursday,BORELLA_WIDTH_01,Evening,78
365,2018-08-17,Friday,BORELLA_WIDTH_01,Morning,89
366,2018-08-17,Friday,BORELLA_WIDTH_01,Evening,76
367,2018-08-18,Saturday,BORELLA_WIDTH_01,Morning,95
368,2018-08-18,Saturday,BORELLA_WIDTH_01,Evening,59
369,2018-08-20,Monday,BORELLA_WIDTH_01,Morning,56
370,2018-08-20,Monday,BORELLA_WIDTH_01,Evening,85
371,2018-08-21,Tuesday,BORELLA_WIDTH_01,Morning,78
372,2018-08-21,Tuesday,BORELLA_WIDTH_01,Evening,52
373,2018-08-22,Wednesday,BORELLA_WIDTH_01,Morning,89
374,2018-08-22,Wednesday,BORELLA_WIDTH_01,Evening,75
375,2018-08-23,Thursday,BORELLA_WIDTH_01,Morning,96
376,2018-08-23,Thursday,BORELLA_WIDTH_01,Evening,93
377,2018-08-24,Friday,BORELLA_WIDTH_01,Morning,97
378,2018-08-24,Friday,BORELLA_WIDTH_01,Evening,85
379,2018-08-25,Saturday,BORELLA_WIDTH_01,Morning,88
380,2018-08-25,Saturday,BORELLA_WIDTH_01,Evening,84
381,2018-08-27,Monday,BORELLA_WIDTH_01,Morning,72
382,2018-08-27,Monday,BORELLA_WIDTH_01,Evening,96
383,2018-08-28,Tuesday,BORELLA_WIDTH_01,Morning,58
384,2018-08-28,Tuesday,BORELLA_WIDTH_01,Evening,45
385,2018-08-29,Wednesday,BORELLA_WIDTH_01,Morning,89
386,2018-08-29,Wednesday,BORELLA_WIDTH_01,Evening,69
387,2018-08-30,Thursday,BORELLA_WIDTH_01,Morning,86
388,2018-08-30,Thursday,BORELLA_WIDTH_01,Evening,77
389,2018-08-31,Friday,BORELLA_WIDTH_01,Morning,96
390,2018-08-31,Friday,BORELLA_WIDTH_01,Evening,99
391,2018-09-01,Saturday,BORELLA_WIDTH_01,Morning,89
392,2018-09-01,Saturday,BORELLA_WIDTH_01,Evening,66
393,2018-09-04,Tuesday,BORELLA_WIDTH_01,Morning,88
394,2018-09-04,Tuesday,BORELLA_WIDTH_01,Evening,87
395,2018-09-05,Wednesday,BORELLA_WIDTH_01,Morning,89
396,2018-09-05,Wednesday,BORELLA_WIDTH_01,Evening,69
397,2018-09-06,Thursday,BORELLA_WIDTH_01,Morning,79
398,2018-09-06,Thursday,BORELLA_WIDTH_01,Evening,75
399,2018-09-07,Friday,BORELLA_WIDTH_01,Morning,76
400,2018-09-07,Friday,BORELLA_WIDTH_01,Evening,85
401,2018-09-08,Saturday,BORELLA_WIDTH_01,Morning,90
402,2018-09-08,Saturday,BORELLA_WIDTH_01,Evening,83
403,2018-09-11,Tuesday,BORELLA_WIDTH_01,Morning,86
404,2018-09-11,Tuesday,BORELLA_WIDTH_01,Evening,73
405,2018-09-12,Wednesday,BORELLA_WIDTH_01,Morning,74
406,2018-09-12,Wednesday,BORELLA_WIDTH_01,Evening,79
407,2018-09-13,Thursday,BORELLA_WIDTH_01,Morning,82
408,2018-09-13,Thursday,BORELLA_WIDTH_01,Evening,83
409,2018-09-14,Friday,BORELLA_WIDTH_01,Morning,74
